GEO2010,1970,1980,1990,2000,2010,seqC1,seqC2
06037138000,9,9,6,6,7,3,3
06037481714,1,1,10,1,3,5,7
06037481800,3,3,3,3,3,1,5
06037433200,4,4,4,4,3,2,10
06037433501,4,4,4,4,10,2,10
06037433402,4,4,4,4,10,2,10
06037433700,4,6,4,4,1,5,2
06037433601,4,3,4,3,7,4,1
06037134710,1,1,1,10,7,3,7
06037134520,1,1,10,10,6,3,7
06037134720,1,1,1,1,6,2,7
06037134800,9,9,3,3,6,3,5
06037134901,9,9,3,3,6,3,5
06037135111,1,7,3,3,7,5,1
06037135201,9,9,6,3,7,5,1
06037408628,9,5,9,9,3,5,1
06037408705,9,9,9,9,1,2,5
06037408703,9,9,9,9,6,2,5
06037406602,9,3,3,3,1,3,5
06037408800,2,10,10,10,3,3,9
06037232600,2,8,8,2,8,5,8
06037232500,2,8,2,2,8,5,8
06037232800,2,2,2,2,8,2,8
06037232700,2,2,2,2,8,2,8
06037234300,8,8,8,8,8,1,8
06037234700,8,8,8,8,4,2,8
06037234800,8,8,8,8,4,2,8
06037235100,8,8,8,8,10,2,8
06037234600,8,8,8,8,4,2,8
06037234000,8,8,8,8,2,2,8
06037235202,8,8,8,2,2,2,8
06037235201,8,8,8,8,4,2,8
06037703100,8,8,8,8,4,2,8
06037700600,6,6,6,6,9,2,3
06037703200,8,8,8,8,2,2,8
06037701502,7,7,7,7,6,2,6
06037620002,1,1,1,1,1,1,7
06037533701,4,4,4,4,4,1,10
06037191000,7,10,10,10,6,3,9
06037533107,1,4,4,4,4,2,10
06037534302,4,4,4,4,4,1,10
06037532500,4,10,4,4,4,3,9
06037534404,4,4,4,4,4,1,10
06037481201,3,3,1,3,3,3,1
06037533401,4,4,4,4,4,1,10
06037123206,10,10,10,4,7,3,9
06037534201,4,4,4,4,3,2,10
06037534900,4,4,4,4,8,2,10
06037430801,1,1,1,1,1,1,7
06037430724,7,7,7,7,4,2,6
06037403304,9,9,9,9,4,2,5
06037195500,7,1,1,7,4,5,2
06037195720,10,10,10,10,3,2,9
06037195710,10,10,10,10,3,2,9
06037197410,3,1,1,1,4,3,7
06037195802,1,10,10,10,1,3,9
06037197300,10,10,10,1,10,3,9
06037197200,3,4,3,3,4,5,1
06037542502,2,2,2,2,1,2,8
06037543703,4,9,3,3,3,3,5
06037571000,3,3,3,3,3,1,5
06037570204,4,1,10,4,2,4,2
06037570303,1,1,4,4,3,3,7
06037555104,9,9,9,1,6,3,5
06037570502,3,3,3,4,10,3,5
06037570402,3,4,4,8,4,5,2
06037570501,3,3,3,4,2,3,5
06037570603,1,1,1,2,10,3,7
06037570301,1,1,1,10,4,3,7
06037570602,1,1,4,4,10,3,7
06037570304,1,1,4,10,2,5,7
06037504102,3,9,4,3,4,4,1
06037480002,6,3,6,6,10,5,4
06037620102,4,1,1,1,3,3,7
06037293301,3,9,9,3,1,5,1
06037300100,9,9,6,6,7,3,3
06037300501,1,1,1,3,10,3,7
06037101400,3,3,3,3,3,1,5
06037480303,7,7,1,1,3,3,7
06037463602,7,7,7,7,1,2,6
06037463601,7,7,7,7,3,2,6
06037462302,1,10,10,1,1,3,9
06037462301,1,10,10,1,6,5,9
06037462202,7,7,7,7,6,2,6
06037462201,7,7,7,7,7,1,6
06037462002,2,2,2,10,1,3,8
06037462001,2,2,2,10,10,2,8
06037461902,10,10,10,10,10,1,9
06037461901,10,10,10,10,1,2,9
06037461502,8,8,8,4,3,3,8
06037186201,3,3,1,1,7,3,7
06037183702,1,1,10,1,7,5,7
06037183701,1,1,10,1,7,5,7
06037183402,3,3,1,1,6,3,7
06037183401,3,3,4,4,7,3,7
06037183222,3,3,4,3,1,5,1
06037183221,3,3,4,3,3,3,1
06037143603,7,7,7,7,1,2,6
06037701701,7,7,7,7,5,2,6
06037701302,7,7,7,7,3,2,6
06037701601,6,6,6,6,5,2,3
06037701801,1,1,1,1,4,2,7
06037701602,7,7,7,7,6,2,6
06037701501,7,7,7,7,6,2,6
06037701702,7,7,7,7,4,2,6
06037482001,9,9,6,3,1,5,1
06037482002,9,1,3,3,10,5,1
06037482101,3,1,3,3,3,3,5
06037482201,1,1,1,1,1,1,7
06037482202,1,1,10,1,10,5,7
06037482102,3,3,3,3,3,1,5
06037433802,4,4,4,3,6,3,10
06037433902,4,4,4,4,1,2,10
06037128910,1,7,7,7,3,3,2
06037500500,4,3,9,3,3,5,1
06037500402,4,4,4,4,3,2,10
06037128702,1,7,7,7,10,3,2
06037500600,4,4,4,4,4,1,10
06037541606,2,2,2,2,3,2,8
06037128302,1,10,10,10,1,3,9
06037602106,1,1,1,10,9,3,7
06037602002,4,4,4,4,4,1,10
06037128303,1,10,10,10,1,3,9
06037603001,1,1,1,4,5,3,7
06037602404,1,1,1,10,6,3,7
06037128220,1,1,10,1,3,5,7
06037602403,1,1,1,10,6,3,7
06037600703,1,8,8,8,10,3,8
06037602402,3,3,1,4,6,5,1
06037600602,1,8,2,2,10,5,2
06037601303,1,10,8,8,1,5,2
06037236000,6,8,8,8,2,3,8
06037236100,10,8,8,8,4,3,8
06037237300,8,8,8,8,4,2,8
06037237500,2,2,2,2,2,1,8
06037237600,2,2,2,2,2,1,8
06037237720,2,2,2,2,4,2,8
06037237800,8,8,8,8,2,2,8
06037237710,2,2,2,2,2,1,8
06037237900,8,8,8,8,2,2,8
06037239330,2,2,2,4,2,3,8
06037239310,2,2,2,2,4,2,8
06037239320,2,2,2,2,4,2,8
06037238310,2,2,2,2,2,1,8
06037238100,8,8,8,8,2,2,8
06037534002,4,4,4,4,4,1,10
06037533203,3,4,4,4,4,2,10
06037534301,4,4,4,4,4,1,10
06037532001,3,4,4,4,4,2,10
06037532303,4,4,4,4,4,1,10
06037534403,4,4,4,4,4,1,10
06037534700,3,3,3,3,4,2,5
06037430701,6,6,6,6,3,2,3
06037431700,6,3,6,6,3,5,4
06037430802,3,3,6,6,10,3,3
06037431400,3,6,3,3,3,3,5
06037431800,3,3,3,3,4,2,5
06037430400,6,6,6,6,10,2,3
06037430600,6,6,6,6,3,2,3
06037401602,3,9,1,9,3,4,1
06037400204,9,9,9,9,1,2,5
06037404000,9,9,3,3,3,2,5
06037401601,3,9,9,9,3,3,1
06037401701,9,6,6,6,3,3,4
06037542402,2,8,8,8,3,3,8
06037543100,8,8,8,8,4,2,8
06037553300,9,3,3,3,3,2,5
06037554802,4,3,3,3,3,2,5
06037554900,4,3,3,3,1,3,5
06037106604,9,9,4,9,3,5,1
06037553400,4,4,4,4,4,1,10
06037554002,3,3,3,4,3,3,5
06037570601,1,1,4,2,10,5,2
06037570901,9,3,3,3,3,2,5
06037570800,3,3,3,3,9,2,5
06037571200,3,3,3,3,3,1,5
06037571400,3,3,3,3,3,1,5
06037573401,1,1,1,3,10,3,7
06037572500,10,1,10,2,10,4,2
06037571502,3,3,3,1,3,3,5
06037208720,7,7,10,10,10,2,9
06037209402,10,10,10,10,10,1,9
06037297300,3,3,3,3,1,2,5
06037530500,4,4,4,4,10,2,10
06037702901,7,7,7,5,1,3,6
06037701000,7,7,7,6,9,3,6
06037194500,7,7,6,6,4,3,3
06037701201,6,6,6,6,9,2,3
06037195300,7,7,1,7,3,5,6
06037620101,4,1,1,3,3,3,2
06037620201,7,7,7,7,9,2,6
06037275603,9,1,3,3,4,5,1
06037275500,4,10,10,10,10,2,9
06037275102,4,1,1,1,4,3,7
06037273902,1,7,7,7,9,3,2
06037273502,10,7,7,7,4,3,2
06037272202,1,1,1,1,7,2,7
06037272201,1,1,1,1,3,2,7
06037271902,1,3,7,7,10,5,2
06037271901,1,1,7,7,3,3,7
06037269905,7,7,7,1,1,2,6
06037269904,7,7,7,7,6,2,6
06037141304,7,7,7,7,1,2,6
06037141303,7,7,7,7,10,2,6
06037141202,7,7,7,7,10,2,6
06037141201,7,7,7,7,4,2,6
06037141102,7,7,7,7,1,2,6
06037139402,6,1,6,6,1,5,4
06037139001,9,1,7,7,6,5,2
06037137104,9,5,7,7,6,5,2
06037134904,1,1,1,1,6,2,7
06037702300,1,7,6,6,4,5,4
06037139600,6,7,6,6,1,5,4
06037702201,1,7,7,7,4,3,2
06037702202,1,3,6,6,9,5,4
06037701802,10,10,10,7,5,3,9
06037224200,10,10,10,10,2,2,9
06037221210,10,10,10,10,4,2,9
06037530700,4,4,4,4,4,1,10
06037482702,3,3,3,3,3,1,5
06037137501,6,9,6,7,7,5,4
06037530102,3,3,3,3,3,1,5
06037137402,9,9,6,6,7,3,3
06037432201,3,3,3,3,6,2,5
06037481300,3,3,3,3,9,2,5
06037404600,4,4,4,3,3,2,10
06037540300,4,4,4,4,8,2,10
06037540203,1,10,4,4,8,5,2
06037541002,8,9,8,8,4,5,8
06037104610,4,4,4,4,6,2,10
06037106111,9,9,9,9,3,2,5
06037111201,9,9,3,3,1,3,5
06037109800,9,3,3,3,1,3,5
06037111100,9,9,3,3,10,3,5
06037600911,3,8,8,8,8,2,8
06037601202,3,3,4,4,3,3,7
06037600802,1,8,8,8,8,2,8
06037601301,1,3,8,8,3,5,2
06037601001,7,1,8,8,10,5,2
06037601302,1,10,10,8,1,5,9
06037600704,1,8,8,8,10,3,8
06037600912,3,8,8,4,4,3,8
06037201401,4,4,4,4,10,2,10
06037238320,2,2,2,2,2,1,8
06037301100,3,7,7,7,3,3,2
06037301502,3,1,1,1,3,3,7
06037301501,3,1,1,3,3,3,2
06037301204,7,7,7,7,1,2,6
06037301702,3,3,1,1,3,3,7
06037301701,3,3,1,1,3,3,7
06037301602,1,1,1,1,3,2,7
06037301900,7,7,7,7,7,1,6
06037534501,3,4,4,4,4,2,10
06037204920,4,4,4,4,10,2,10
06037206050,10,10,10,10,10,1,9
06037543601,4,4,9,3,3,3,1
06037532900,2,2,2,2,4,2,8
06037533103,1,10,10,10,4,3,9
06037535102,8,2,2,2,8,3,8
06037535200,2,2,2,2,8,2,8
06037535400,2,2,2,2,8,2,8
06037430501,6,6,6,6,10,2,3
06037430200,6,9,6,6,4,5,4
06037431600,3,3,6,3,4,5,1
06037463102,6,6,6,6,1,2,3
06037431900,3,3,3,3,4,2,5
06037432000,3,3,3,3,4,2,5
06037401312,3,9,3,3,4,5,1
06037407900,9,9,3,3,3,2,5
06037403401,9,9,9,9,3,2,5
06037403403,9,9,9,9,4,2,5
06037189800,7,7,7,7,7,1,6
06037554201,1,1,1,3,10,3,7
06037554404,1,1,1,1,4,2,7
06037106603,9,5,9,6,1,4,1
06037554403,1,1,1,10,4,3,7
06037554519,9,9,9,9,3,2,5
06037554511,9,9,9,9,4,2,5
06037554518,9,9,9,9,3,2,5
06037554513,9,9,9,9,3,2,5
06037554522,9,9,9,3,1,3,5
06037208903,7,10,10,10,10,2,9
06037209102,7,10,10,10,10,2,9
06037209300,7,5,10,10,10,3,9
06037208904,7,10,10,10,7,3,9
06037209401,10,10,10,10,10,1,9
06037209403,10,10,10,10,10,1,9
06037209510,7,10,10,10,10,2,9
06037209520,10,10,10,10,10,1,9
06037209810,10,10,10,10,10,1,9
06037209820,10,10,10,10,10,1,9
06037210010,10,10,10,10,10,1,9
06037211000,6,6,6,6,1,2,3
06037211410,7,7,10,10,10,2,9
06037211320,7,10,10,10,10,2,9
06037211310,7,10,10,10,10,2,9
06037211420,7,7,10,10,10,2,9
06037211802,7,7,10,10,7,3,7
06037211701,7,7,7,7,6,2,6
06037296500,2,4,4,4,1,3,10
06037297110,4,10,10,10,1,3,9
06037297400,9,3,6,6,1,5,4
06037297500,3,1,1,1,1,2,7
06037300200,3,3,3,3,1,2,5
06037609900,4,3,3,3,3,2,5
06037296220,10,10,10,10,1,2,9
06037269903,7,7,7,7,7,1,6
06037269602,7,10,10,10,7,3,9
06037269601,7,10,10,10,6,3,9
06037267902,7,7,7,7,7,1,6
06037910208,9,9,9,9,9,1,5
06037910207,9,9,9,9,9,1,5
06037800331,9,9,9,9,9,1,5
06037134424,9,9,9,9,6,2,5
06037134423,9,9,9,9,1,2,5
06037134002,1,1,1,1,6,2,7
06037134001,1,1,1,1,6,2,7
06037132502,3,1,1,1,3,3,7
06037132501,3,1,1,1,3,3,7
06037132102,9,9,1,1,7,3,7
06037132101,9,9,1,1,3,3,7
06037132002,3,3,3,3,6,2,5
06037132001,3,3,3,3,5,2,5
06037131702,1,1,1,1,3,2,7
06037128802,7,7,7,7,6,2,6
06037128602,1,1,7,1,3,5,7
06037530802,4,4,4,4,4,1,10
06037530601,4,4,4,4,4,1,10
06037530602,4,4,4,4,4,1,10
06037574500,9,3,3,3,7,3,5
06037574901,3,3,3,3,6,2,5
06037577100,7,7,7,7,4,2,6
06037575002,3,7,7,1,6,5,2
06037572201,3,3,3,3,10,2,5
06037481901,3,3,3,3,4,2,5
06037481401,3,3,3,1,4,3,5
06037482304,1,4,4,4,4,2,10
06037482402,4,4,4,3,3,2,10
06037482503,4,4,4,4,3,2,10
06037134421,9,9,6,6,1,3,3
06037530101,1,4,1,4,4,5,2
06037294820,10,4,10,10,7,5,2
06037111204,9,9,6,6,9,3,3
06037113212,9,9,9,9,10,2,5
06037113234,9,1,1,1,3,3,7
06037113211,9,9,9,9,10,2,5
06037113232,9,1,9,6,10,4,1
06037113321,9,1,1,1,10,3,7
06037113231,9,1,9,6,10,4,1
06037113303,9,9,3,3,10,3,5
06037113401,9,3,3,3,4,3,5
06037601401,1,10,10,10,3,3,9
06037601211,1,10,10,10,1,3,9
06037600201,2,2,2,2,1,2,8
06037601002,7,1,10,8,10,4,2
06037600100,2,2,2,2,10,2,8
06037601212,1,10,10,10,4,3,9
06037600902,1,10,2,2,4,5,2
06037273100,1,3,7,7,3,5,2
06037602004,4,8,8,4,4,3,8
06037602003,4,8,8,4,1,5,8
06037602103,1,1,10,10,3,3,7
06037301000,7,7,7,7,3,2,6
06037302002,7,7,7,7,6,2,6
06037300902,6,6,6,6,1,2,3
06037302103,7,1,1,1,4,3,7
06037302301,1,1,10,1,6,5,7
06037302201,7,7,10,7,4,5,6
06037302202,7,7,10,1,9,5,6
06037311700,3,3,3,7,3,3,5
06037535300,2,2,2,4,8,3,8
06037534502,3,4,4,4,4,2,10
06037188300,3,3,3,3,10,2,5
06037532606,10,10,10,10,4,2,9
06037532603,10,10,4,4,4,2,9
06037532604,10,10,4,4,4,2,9
06037532605,10,10,10,10,4,2,9
06037534203,4,4,4,4,4,1,10
06037532800,2,2,2,2,4,2,8
06037533106,1,4,4,4,4,2,10
06037432101,3,3,3,3,4,2,5
06037432402,3,4,4,4,8,3,10
06037432102,3,3,3,3,3,1,5
06037480101,3,3,3,3,1,2,5
06037480012,1,1,3,3,1,3,7
06037480201,6,6,6,6,3,2,3
06037481101,1,1,1,1,3,2,7
06037403402,9,9,9,3,4,3,5
06037403703,9,9,9,3,3,2,5
06037403600,9,9,3,3,1,3,5
06037404902,4,4,4,3,4,3,10
06037554512,9,9,9,9,2,2,5
06037554517,9,9,9,9,3,2,5
06037554515,9,9,9,3,3,2,5
06037551300,1,1,1,1,4,2,7
06037552800,3,3,3,4,3,3,5
06037552900,3,4,3,4,3,4,1
06037552400,4,4,4,4,3,2,10
06037211500,7,7,7,7,10,2,6
06037212202,7,10,10,10,7,3,9
06037212204,7,10,10,10,6,3,9
06037212203,7,10,10,10,7,3,9
06037212306,7,10,10,10,7,3,9
06037212410,7,10,10,10,8,3,9
06037212305,7,10,10,10,7,3,9
06037212610,7,10,10,10,7,3,9
06037213201,10,10,10,10,10,1,9
06037212420,7,10,10,10,7,3,9
06037212620,7,10,10,10,1,3,9
06037212900,10,10,10,10,10,1,9
06037212800,8,8,10,1,10,5,2
06037213100,7,8,1,10,8,4,2
06037213202,10,10,10,10,8,2,9
06037213402,7,10,10,10,10,2,9
06037213401,7,10,10,10,8,3,9
06037213310,10,10,10,10,8,2,9
06037213320,10,10,10,10,8,2,9
06037460000,6,6,6,6,3,2,3
06037700200,7,7,7,7,8,2,6
06037221710,10,10,10,10,4,2,9
06037553000,3,3,3,3,3,1,5
06037293304,3,1,1,1,6,3,7
06037227020,2,2,4,10,8,5,8
06037228220,2,2,2,2,4,2,8
06037228310,2,2,2,2,8,2,8
06037228210,2,2,2,4,4,2,8
06037228100,2,2,2,4,8,3,8
06037228420,2,2,2,2,8,2,8
06037228320,2,2,2,2,8,2,8
06037228410,2,2,2,4,8,3,8
06037228500,8,2,2,2,8,3,8
06037650605,1,1,1,1,7,2,7
06037650604,1,1,1,1,7,2,7
06037461501,8,8,8,4,3,3,8
06037267403,7,7,7,7,7,1,6
06037265601,7,7,5,7,6,5,6
06037239802,2,2,2,2,6,2,8
06037239702,2,2,2,2,6,2,8
06037264103,7,7,7,7,10,2,6
06037262802,6,6,6,6,6,1,3
06037262706,6,6,6,6,7,2,3
06037262604,6,6,6,6,7,2,3
06037241202,2,8,8,2,10,5,8
06037128601,1,7,7,1,3,5,2
06037128102,1,1,1,10,1,3,7
06037128101,1,1,1,10,1,3,7
06037127806,7,7,1,1,1,2,6
06037127804,1,7,1,1,1,3,2
06037127803,1,7,1,1,1,3,2
06037127711,1,1,5,1,1,3,1
06037127603,1,1,1,10,1,3,7
06037127104,1,1,1,1,3,2,7
06037127103,1,1,1,1,3,2,7
06037125502,7,7,7,7,7,1,6
06037293302,3,1,3,3,9,5,1
06037670403,9,9,6,6,7,3,3
06037574100,3,3,3,3,1,2,5
06037101210,1,1,1,10,3,3,7
06037574400,3,3,3,3,1,2,5
06037576802,7,7,7,1,8,3,6
06037576801,7,7,7,10,8,3,6
06037576700,7,7,7,7,10,2,6
06037576601,7,7,7,7,4,2,6
06037576602,7,7,7,7,8,2,6
06037576501,7,7,10,10,8,3,7
06037576503,7,7,10,10,10,2,9
06037576200,7,7,10,10,8,3,7
06037576401,10,10,10,10,8,2,9
06037576403,10,10,10,10,4,2,9
06037294110,4,4,4,4,1,2,10
06037294610,4,4,4,4,6,2,10
06037543604,9,9,3,3,4,3,5
06037576502,7,7,10,10,2,3,7
06037294620,4,4,4,4,6,2,10
06037294410,2,10,10,10,3,3,9
06037101110,3,3,3,3,10,2,5
06037294200,3,4,4,4,3,3,10
06037543903,4,4,3,3,4,3,7
06037572202,3,3,3,3,10,2,5
06037543701,4,4,3,3,4,3,7
06037113322,9,1,9,6,1,4,1
06037113421,9,1,1,1,3,3,7
06037115201,1,7,7,1,10,5,2
06037115302,1,10,10,10,10,2,9
06037115202,1,1,7,1,10,5,7
06037115101,6,9,6,6,3,5,4
06037117301,9,9,3,3,3,2,5
06037117302,9,9,3,3,1,3,5
06037117404,9,9,3,3,3,2,5
06037115401,1,1,1,1,10,2,7
06037117510,1,1,10,10,10,2,9
06037119310,3,1,10,1,4,4,2
06037119400,9,9,3,3,1,3,5
06037602105,1,1,1,10,1,3,7
06037601600,4,4,4,4,3,2,10
06037601700,4,4,10,10,10,2,9
06037601801,4,4,4,4,10,2,10
06037601802,4,4,4,4,4,1,10
06037601900,10,2,2,10,4,5,8
06037602104,1,1,10,10,3,3,7
06037600801,8,8,8,8,8,1,8
06037602700,9,8,8,8,6,3,8
06037601100,1,10,10,10,10,2,9
06037600601,1,8,8,8,10,3,8
06037302104,7,1,1,1,4,3,7
06037300901,6,6,6,6,1,2,3
06037320100,3,3,4,4,1,3,7
06037106113,9,4,9,3,3,5,1
06037311802,1,1,1,1,3,2,7
06037302102,1,7,1,1,4,5,2
06037302302,1,1,10,10,6,3,7
06037124400,1,1,7,1,1,3,1
06037125200,7,7,7,1,1,2,6
06037124700,6,7,7,7,1,3,2
06037125100,7,7,7,7,1,2,6
06037127102,1,1,1,1,1,1,7
06037534102,4,4,4,4,4,1,10
06037533104,1,10,10,10,4,3,9
06037533105,1,4,4,10,4,5,2
06037533601,4,4,4,4,4,1,10
06037533602,4,4,4,4,4,1,10
06037533501,4,4,4,4,4,1,10
06037205120,10,4,4,10,10,3,9
06037533804,1,4,4,4,4,2,10
06037460302,8,8,8,8,7,2,8
06037800101,9,9,6,6,3,3,3
06037800102,9,9,6,6,10,3,3
06037800202,9,9,6,9,9,3,1
06037651102,1,1,7,7,5,3,7
06037401704,9,1,1,1,9,3,7
06037400900,9,9,3,3,4,3,5
06037190700,7,10,10,10,6,3,9
06037403801,9,9,9,9,4,2,5
06037405202,4,4,4,4,4,1,10
06037404801,4,4,4,4,3,2,10
06037404903,4,4,4,4,4,1,10
06037405201,4,4,4,4,4,1,10
06037405600,9,3,3,3,3,2,5
06037405203,4,4,4,4,4,1,10
06037406200,1,1,1,1,3,2,7
06037501802,1,1,1,3,3,2,7
06037109400,9,3,3,3,1,3,5
06037552602,4,4,4,4,3,2,10
06037552700,3,3,3,3,3,1,5
06037552601,4,4,4,4,3,2,10
06037553100,9,9,3,4,3,5,1
06037554514,9,9,9,9,3,2,5
06037554516,9,9,9,9,3,2,5
06037554600,9,9,3,3,3,2,5
06037554521,9,9,9,3,3,2,5
06037214000,6,6,6,6,10,2,3
06037214100,7,7,6,6,10,3,3
06037214400,7,7,7,7,8,2,6
06037214700,7,7,7,7,4,2,6
06037214800,7,7,7,7,10,2,6
06037214600,7,7,7,7,8,2,6
06037216100,7,8,6,7,4,4,4
06037571701,1,1,4,4,6,3,7
06037572301,4,4,4,4,4,1,10
06037572302,4,4,4,4,10,2,10
06037228600,2,2,2,2,8,2,8
06037229200,2,2,2,2,8,2,8
06037228800,2,2,2,2,2,1,8
06037228900,2,2,2,2,2,1,8
06037231400,8,8,8,8,2,2,8
06037231220,2,2,2,2,2,1,8
06037231500,8,8,8,8,2,2,8
06037231710,2,2,10,2,8,5,8
06037232120,2,2,2,2,4,2,8
06037236400,8,8,8,8,4,2,8
06037236202,10,10,2,2,4,3,9
06037234200,8,8,8,8,10,2,8
06037261200,6,6,6,6,7,2,3
06037262100,6,6,6,6,7,2,3
06037262400,6,6,6,6,7,2,3
06037262303,6,6,6,6,7,2,3
06037262302,6,6,6,6,7,2,3
06037267200,7,7,7,7,7,1,6
06037241002,2,2,2,2,6,2,8
06037241001,2,2,2,2,7,2,8
06037240402,2,2,2,2,6,2,8
06037602507,4,1,10,10,1,5,2
06037602506,4,1,10,10,9,5,2
06037602505,4,1,10,10,1,5,2
06037602504,4,1,10,10,9,5,2
06037600303,2,2,2,2,3,2,8
06037990200,7,7,7,6,6,2,6
06037101300,3,3,3,3,9,2,5
06037651001,9,3,3,3,6,3,5
06037702600,9,3,6,6,4,5,4
06037670701,9,9,3,3,7,3,5
06037670002,4,1,1,1,7,3,7
06037294520,4,4,4,4,6,2,10
06037296600,4,10,10,10,1,3,9
06037575103,10,10,10,10,2,2,9
06037576402,10,10,10,10,8,2,9
06037575902,7,10,10,10,8,3,9
06037575401,10,10,10,2,2,2,9
06037575901,7,10,10,10,10,2,9
06037575102,10,10,10,10,1,2,9
06037575803,10,10,10,10,8,2,9
06037297000,3,3,3,3,1,2,5
06037575801,10,10,10,10,8,2,9
06037294830,10,4,10,10,7,5,2
06037294510,4,4,4,4,1,2,10
06037294900,4,4,4,4,7,2,10
06037296210,10,10,10,10,6,2,9
06037294810,10,4,10,10,6,5,2
06037577501,6,6,6,6,4,2,3
06037575201,2,2,10,2,2,3,8
06037575202,2,2,10,10,2,3,9
06037104500,4,4,4,4,6,2,10
06037104810,4,4,4,3,3,2,10
06037106403,3,3,4,3,3,3,1
06037107010,4,3,4,3,1,4,1
06037106641,9,9,9,6,6,2,5
06037107020,4,4,4,4,3,2,10
06037117530,1,1,10,10,4,3,7
06037119800,9,3,3,3,10,3,5
06037117405,1,10,10,10,3,3,9
06037120010,9,3,10,4,10,4,2
06037119900,3,3,3,3,10,2,5
06037120030,1,10,10,10,1,3,9
06037119700,9,9,3,3,10,3,5
06037121010,3,3,3,3,1,2,5
06037120300,3,3,3,3,1,2,5
06037120020,1,10,10,10,4,3,9
06037121020,3,3,3,4,1,3,5
06037117520,1,1,10,10,4,3,7
06037121210,3,3,4,4,6,3,7
06037122120,4,3,4,4,1,5,2
06037127520,1,1,1,10,9,3,7
06037600202,2,2,2,2,3,2,8
06037600501,9,8,8,8,10,3,8
